type,client,tx,amount
deposit,484,2302,678.8828
deposit,168,2303,256.4757
deposit,327,2304,876.9046
deposit,90,2305,63.0265
dispute,53,94,
deposit,75,2306,94.7853
deposit,396,2307,963.5993
deposit,60,2308,863.2192
deposit,431,2309,483.0061
deposit,387,2310,388.8182
dispute,137,1179,
withdrawal,1,2311,373.5225
deposit,483,2312,639.6551
deposit,363,2313,930.4074
withdrawal,495,2314,419.9881
deposit,436,2315,609.4925
deposit,199,2316,666.7104
withdrawal,465,2317,339.7268
withdrawal,72,2318,635.1402
deposit,395,2319,572.4396
withdrawal,238,2320,980.7105
deposit,378,2321,35.3816
withdrawal,325,2322,655.6762
withdrawal,70,2323,11.2021
deposit,73,2324,554.2459
withdrawal,448,2325,729.8557
deposit,196,2326,672.9581
deposit,432,2327,659.6026
withdrawal,481,2328,165.0814
deposit,386,2329,304.4452
deposit,253,2330,736.4241
chargeback,20,398,
deposit,377,2331,182.4601
withdrawal,76,2332,267.322
deposit,492,2333,678.7485
resolve,78,2136,
withdrawal,292,2334,43.1134
withdrawal,1,2335,406.5913
withdrawal,491,2336,342.4642
dispute,292,1720,
deposit,45,2337,987.2136
withdrawal,298,2338,155.4485
resolve,348,496,
deposit,52,2339,429.6936
deposit,429,2340,555.4237
deposit,269,2341,426.2262
deposit,226,2342,980.9462
chargeback,312,1092,
withdrawal,126,2343,527.809
withdrawal,225,2344,879.8814
withdrawal,150,2345,544.8094
deposit,401,2346,44.803
dispute,323,2081,
deposit,424,2347,232.9191
deposit,457,2348,605.5464
deposit,199,2349,769.3407
deposit,109,2350,396.775
resolve,419,2185,
resolve,454,1465,
deposit,229,2351,991.0633
deposit,142,2352,563.5813
withdrawal,293,2353,215.3526
deposit,369,2354,863.5726
dispute,195,1305,
resolve,307,988,
deposit,287,2355,765.8622
withdrawal,112,2356,89.998
withdrawal,269,2357,703.2891
withdrawal,186,2358,845.7494
withdrawal,273,2359,497.7412
deposit,172,2360,592.5532
deposit,395,2361,33.5945
deposit,25,2362,929.4155
dispute,387,1107,
deposit,177,2363,115.0551
deposit,64,2364,298.8474
resolve,315,972,
resolve,327,284,
deposit,96,2365,802.2852
deposit,477,2366,263.2497
deposit,229,2367,172.4784
deposit,34,2368,25.9113
deposit,37,2369,797.6566
withdrawal,238,2370,694.7102
deposit,274,2371,722.3971
withdrawal,318,2372,35.436
withdrawal,476,2373,626.9727
withdrawal,369,2374,774.1985
dispute,262,559,
resolve,151,809,
dispute,199,2349,
deposit,195,2375,652.6263
deposit,79,2376,195.7408
deposit,36,2377,274.042
dispute,95,108,
dispute,37,2201,
deposit,106,2378,954.5883
deposit,473,2379,299.0819
deposit,131,2380,802.1189
deposit,220,2381,687.8893
withdrawal,375,2382,116.476
chargeback,39,1242,
resolve,93,1990,
withdrawal,453,2383,448.7974
deposit,329,2384,249.3355
withdrawal,172,2385,917.3523
withdrawal,471,2386,672.7789
deposit,178,2387,312.8558
deposit,179,2388,896.1974
withdrawal,308,2389,9.596
deposit,393,2390,104.5788
resolve,314,519,
deposit,137,2391,546.2962
deposit,77,2392,95.5693
withdrawal,1,2393,798.0062
deposit,320,2394,319.2912
deposit,443,2395,538.5167
withdrawal,110,2396,99.1867
withdrawal,47,2397,486.5596
dispute,493,414,
withdrawal,300,2398,561.0044
resolve,329,2384,
deposit,484,2399,941.4939
deposit,276,2400,632.3282
resolve,38,1471,
withdrawal,431,2401,647.4529
deposit,490,2402,349.643
withdrawal,484,2403,820.3478
deposit,497,2404,340.3125
deposit,209,2405,164.2375
deposit,269,2406,241.9192
deposit,434,2407,249.3599
resolve,321,1650,
deposit,340,2408,26.6856
deposit,31,2409,626.368
withdrawal,162,2410,138.0924
resolve,469,746,
deposit,228,2411,951.0011
withdrawal,206,2412,198.2587
withdrawal,363,2413,59.7203
deposit,20,2414,504.0496
withdrawal,255,2415,110.0382
withdrawal,176,2416,415.2421
deposit,33,2417,408.7932
withdrawal,404,2418,849.6029
withdrawal,232,2419,967.4733
withdrawal,327,2420,112.3998
withdrawal,209,2421,737.0261
deposit,334,2422,738.6795
deposit,45,2423,353.8215
withdrawal,358,2424,801.3073
deposit,470,2425,405.3354
deposit,223,2426,420.5978
chargeback,378,2321,
withdrawal,343,2427,875.4761
withdrawal,383,2428,970.9244
resolve,439,1184,
chargeback,468,1870,
resolve,355,514,
deposit,361,2429,587.162
deposit,293,2430,651.7519
withdrawal,292,2431,99.5779
deposit,308,2432,253.2121
withdrawal,170,2433,71.5702
withdrawal,64,2434,658.4277
deposit,306,2435,938.4405
withdrawal,447,2436,349.3917
deposit,450,2437,554.7098
deposit,37,2438,286.6546
withdrawal,463,2439,181.4959
dispute,402,608,
dispute,346,329,
deposit,151,2440,317.3548
deposit,90,2441,233.8524
resolve,31,1421,
deposit,347,2442,242.7547
withdrawal,36,2443,136.3794
resolve,345,916,
deposit,175,2444,622.9958
resolve,266,578,
deposit,264,2445,607.702
withdrawal,364,2446,423.7618
deposit,51,2447,609.0132
deposit,465,2448,849.7294
withdrawal,378,2449,521.6997
deposit,407,2450,569.4641
withdrawal,447,2451,754.3614
dispute,342,252,
chargeback,96,1761,
resolve,11,529,
deposit,96,2452,221.9876
resolve,292,1405,
deposit,107,2453,409.9291
deposit,196,2454,143.3806
resolve,418,1358,
chargeback,54,909,
withdrawal,43,2455,793.267
dispute,404,2033,
deposit,214,2456,140.723
deposit,306,2457,850.4705
deposit,177,2458,335.1418
deposit,159,2459,933.515
withdrawal,275,2460,704.3729
resolve,44,195,
deposit,26,2461,636.0841
resolve,311,1899,
withdrawal,117,2462,393.6593
withdrawal,108,2463,747.2688
deposit,127,2464,924.8534
deposit,352,2465,210.4156
withdrawal,239,2466,886.2023
deposit,284,2467,466.5345
deposit,403,2468,988.9139
deposit,271,2469,485.5998
deposit,295,2470,135.0495
resolve,120,1617,
withdrawal,368,2471,337.5183
dispute,164,1144,
dispute,374,198,
deposit,68,2472,320.9574
chargeback,8,1708,
deposit,69,2473,737.8039
withdrawal,86,2474,415.7956
deposit,193,2475,308.051
deposit,189,2476,70.4348
chargeback,59,766,
deposit,361,2477,414.4101
deposit,388,2478,438.3024
withdrawal,360,2479,197.2056
resolve,439,547,
resolve,215,503,
deposit,317,2480,286.9805
resolve,156,1867,
deposit,401,2481,110.0792
dispute,196,2326,
deposit,226,2482,989.2802
deposit,234,2483,517.1779
resolve,113,1331,
deposit,423,2484,53.921
withdrawal,224,2485,380.1188
deposit,185,2486,25.5364
withdrawal,418,2487,801.6724
dispute,312,1905,
deposit,27,2488,223.8214
withdrawal,264,2489,781.7705
withdrawal,106,2490,694.2409
resolve,164,259,
resolve,452,2232,
withdrawal,110,2491,278.2449
deposit,97,2492,142.5827
chargeback,411,1238,
deposit,119,2493,187.0125
deposit,388,2494,670.9307
resolve,39,1242,
resolve,237,1526,
deposit,28,2495,442.8782
resolve,466,1979,
deposit,371,2496,773.9074
dispute,486,124,
withdrawal,490,2497,814.2478
withdrawal,1,2498,296.0629
deposit,80,2499,73.323
resolve,468,2054,
withdrawal,371,2500,919.431
dispute,297,1564,
deposit,313,2501,41.6277
deposit,131,2502,294.0333
deposit,300,2503,740.1329
dispute,262,559,
deposit,438,2504,487.6721
dispute,224,1533,
withdrawal,25,2505,396.1889
dispute,379,2016,
deposit,251,2506,124.6817
dispute,27,1831,
dispute,376,501,
resolve,259,892,
deposit,448,2507,46.089
deposit,140,2508,436.0715
deposit,352,2509,679.952
withdrawal,234,2510,846.467
withdrawal,53,2511,680.3225
withdrawal,129,2512,998.7687
deposit,9,2513,345.381
deposit,59,2514,223.1737
chargeback,144,241,
dispute,214,395,
deposit,413,2515,83.9187
deposit,384,2516,389.2378
deposit,385,2517,23.3551
deposit,45,2518,129.7141
withdrawal,53,2519,207.9614
deposit,8,2520,978.9701
deposit,296,2521,115.8823
chargeback,440,499,
deposit,311,2522,467.1918
withdrawal,296,2523,498.4644
deposit,219,2524,847.9843
deposit,481,2525,458.3753
withdrawal,7,2526,432.8855
deposit,201,2527,101.2
deposit,56,2528,553.7519
deposit,413,2529,247.1247
withdrawal,459,2530,105.22
deposit,8,2531,8.2378
deposit,324,2532,256.3692
withdrawal,50,2533,305.485
resolve,297,1564,
dispute,90,2305,
chargeback,345,343,
deposit,138,2534,460.0608
deposit,90,2535,913.8199
deposit,351,2536,630.4253
deposit,163,2537,168.536
deposit,27,2538,938.9123
deposit,348,2539,228.5285
deposit,305,2540,116.7718
resolve,159,182,
resolve,236,1108,
deposit,106,2541,556.2481
dispute,495,1270,
dispute,272,1620,
deposit,493,2542,28.208
dispute,300,2028,
deposit,286,2543,383.7391
deposit,83,2544,387.7666
dispute,461,690,
resolve,68,705,
withdrawal,52,2545,969.3878
deposit,178,2546,9.2286
resolve,406,1155,
dispute,166,1304,
withdrawal,120,2547,636.8923
withdrawal,231,2548,646.8599
resolve,320,2095,
chargeback,156,248,
deposit,158,2549,213.1059
withdrawal,90,2550,539.9486
deposit,108,2551,93.5497
dispute,45,786,
deposit,136,2552,811.966
resolve,53,128,
deposit,390,2553,52.3571
deposit,453,2554,811.0968
withdrawal,227,2555,621.4138
deposit,21,2556,880.1745
deposit,412,2557,763.5666
deposit,291,2558,440.616
resolve,123,1016,
withdrawal,176,2559,581.7984
withdrawal,68,2560,8.2509
resolve,211,1807,
deposit,482,2561,166.8984
resolve,98,1710,
deposit,230,2562,540.9804
resolve,425,1284,
deposit,423,2563,490.3526
dispute,271,1164,
resolve,485,117,
deposit,411,2564,865.539
withdrawal,45,2565,367.9928
withdrawal,460,2566,806.8622
resolve,132,1543,
resolve,324,1449,
withdrawal,267,2567,26.4503
withdrawal,123,2568,381.6257
deposit,155,2569,603.5028
deposit,89,2570,540.075
deposit,375,2571,54.3086
dispute,498,1656,
chargeback,18,1191,
deposit,492,2572,313.5124
deposit,50,2573,518.0803
deposit,123,2574,372.4164
withdrawal,55,2575,390.2125
withdrawal,265,2576,267.1191
withdrawal,498,2577,203.9956
deposit,114,2578,528.31
chargeback,195,676,
withdrawal,17,2579,769.9243
withdrawal,18,2580,604.5325
withdrawal,56,2581,447.1374
deposit,359,2582,482.9473
deposit,363,2583,259.3052
withdrawal,32,2584,335.342
resolve,375,1067,
deposit,224,2585,425.6721
withdrawal,477,2586,691.3186
withdrawal,278,2587,127.0976
withdrawal,60,2588,502.4391
deposit,494,2589,386.4202
deposit,358,2590,991.635
deposit,98,2591,716.6454
deposit,298,2592,47.9003
deposit,176,2593,325.9499
resolve,131,2380,
resolve,214,395,
deposit,131,2594,930.1178
deposit,413,2595,12.3071
dispute,124,142,
withdrawal,156,2596,360.1872
deposit,492,2597,297.8556
withdrawal,162,2598,740.7895
withdrawal,473,2599,492.3298
dispute,224,2585,
deposit,348,2600,811.4121
withdrawal,409,2601,6.7135
deposit,166,2602,2.2628
deposit,374,2603,558.6915
deposit,463,2604,153.0853
deposit,387,2605,166.7956
deposit,240,2606,171.7555
withdrawal,26,2607,124.9396
deposit,268,2608,731.9239
deposit,144,2609,778.9691
deposit,43,2610,663.8557
deposit,260,2611,733.7928
deposit,18,2612,580.8544
deposit,12,2613,134.5648
withdrawal,5,2614,298.4239
withdrawal,441,2615,106.6054
resolve,450,2437,
withdrawal,88,2616,648.6223
deposit,409,2617,827.2564
resolve,94,516,
withdrawal,228,2618,428.6585
resolve,64,1293,
deposit,344,2619,878.8122
deposit,470,2620,732.0311
deposit,283,2621,183.2997
resolve,26,2461,
withdrawal,473,2622,202.4211
deposit,249,2623,728.8688
chargeback,409,1453,
resolve,95,1037,
deposit,209,2624,812.3878
resolve,269,71,
deposit,202,2625,859.727
deposit,410,2626,734.8116
withdrawal,145,2627,747.0696
withdrawal,260,2628,936.8436
deposit,95,2629,411.0825
withdrawal,261,2630,91.3677
withdrawal,214,2631,331.652
withdrawal,415,2632,343.3963
deposit,478,2633,881.0542
deposit,314,2634,356.5954
withdrawal,295,2635,922.3352
withdrawal,15,2636,399.0744
dispute,45,2337,
chargeback,242,1792,
deposit,1,2637,804.789
withdrawal,414,2638,171.773
deposit,15,2639,591.2585
deposit,96,2640,290.2842
deposit,407,2641,212.6791
dispute,489,319,
withdrawal,314,2642,170.9535
deposit,79,2643,675.6344
resolve,342,274,
withdrawal,148,2644,273.4929
resolve,76,291,
withdrawal,209,2645,706.9443
resolve,31,667,
deposit,496,2646,318.4335
deposit,64,2647,549.2889
deposit,251,2648,161.8716
dispute,49,1832,
deposit,339,2649,305.15
deposit,362,2650,811.6902
withdrawal,228,2651,819.9756
withdrawal,95,2652,984.1184
deposit,353,2653,111.9085
resolve,320,2394,
deposit,310,2654,644.2554
withdrawal,38,2655,225.6335
resolve,19,479,
withdrawal,37,2656,716.5706
deposit,459,2657,849.6255
withdrawal,300,2658,209.0972
deposit,46,2659,417.8787
withdrawal,70,2660,95.9245
deposit,449,2661,116.5621
resolve,375,2571,
dispute,301,1740,
deposit,380,2662,130.5971
withdrawal,490,2663,674.5838
chargeback,402,608,
deposit,431,2664,955.2321
deposit,92,2665,628.8503
deposit,418,2666,160.9052
chargeback,465,2082,
withdrawal,103,2667,608.8393
resolve,175,2444,
dispute,459,1660,
withdrawal,370,2668,460.2097
deposit,125,2669,470.5366
deposit,196,2670,445.4312
deposit,498,2671,766.0907
withdrawal,313,2672,158.4204
chargeback,292,1720,
deposit,326,2673,727.9948
withdrawal,273,2674,138.4761
deposit,218,2675,34.7948
deposit,212,2676,777.6308
deposit,456,2677,353.0217
deposit,256,2678,944.897
deposit,51,2679,362.9713
dispute,122,1687,
deposit,314,2680,940.477
withdrawal,328,2681,604.6395
withdrawal,98,2682,173.8485
resolve,25,2362,
dispute,176,2593,
deposit,331,2683,563.2344
deposit,226,2684,527.0193
withdrawal,246,2685,261.859
withdrawal,353,2686,805.1091
deposit,399,2687,391.9178
resolve,365,36,
dispute,453,1922,
deposit,103,2688,765.507
withdrawal,479,2689,115.4528
deposit,151,2690,441.498
dispute,35,523,
deposit,262,2691,189.4199
deposit,70,2692,553.3908
resolve,166,1609,
withdrawal,201,2693,630.3259
dispute,159,2186,
resolve,319,2049,
deposit,245,2694,651.0808
withdrawal,482,2695,759.2738
chargeback,61,2032,
withdrawal,447,2696,112.8643
dispute,330,1673,
dispute,387,1131,
withdrawal,157,2697,235.989
withdrawal,404,2698,432.1114
deposit,391,2699,480.2078
withdrawal,442,2700,577.4423
dispute,114,1777,
withdrawal,272,2701,335.6178
deposit,308,2702,73.1433
deposit,182,2703,577.1943
deposit,78,2704,805.2663
deposit,384,2705,378.309
deposit,395,2706,729.2736
withdrawal,190,2707,154.2143
withdrawal,284,2708,781.7334
withdrawal,498,2709,551.6424
deposit,139,2710,335.6607
deposit,418,2711,964.7608
resolve,50,986,
dispute,347,147,
deposit,372,2712,101.6848
deposit,17,2713,932.1492
withdrawal,148,2714,722.3352
withdrawal,376,2715,439.4257
deposit,473,2716,296.6355
dispute,78,2122,
withdrawal,298,2717,395.7225
withdrawal,276,2718,450.8298
deposit,132,2719,118.9909
deposit,93,2720,924.0211
deposit,161,2721,230.836
deposit,14,2722,594.5872
deposit,398,2723,837.2311
deposit,358,2724,282.6975
chargeback,118,2219,
withdrawal,154,2725,950.2576
deposit,79,2726,105.3243
deposit,439,2727,681.9102
deposit,329,2728,140.8568
dispute,318,216,
deposit,218,2729,558.4579
resolve,49,517,
withdrawal,334,2730,799.9537
withdrawal,110,2731,774.1024
deposit,83,2732,404.0627
deposit,301,2733,628.584
withdrawal,235,2734,148.8804
resolve,265,1153,
deposit,193,2735,564.2903
withdrawal,480,2736,966.2625
withdrawal,455,2737,707.1074
deposit,23,2738,762.065
chargeback,27,1307,
withdrawal,268,2739,491.7838
deposit,91,2740,491.178
deposit,6,2741,805.0235
withdrawal,241,2742,316.3415
deposit,299,2743,349.7343
withdrawal,56,2744,415.0116
chargeback,20,398,
deposit,457,2745,52.1228
withdrawal,255,2746,893.3626
deposit,487,2747,168.8528
deposit,387,2748,650.9511
deposit,32,2749,135.4629
chargeback,159,762,
withdrawal,433,2750,127.334
deposit,187,2751,933.8126
deposit,317,2752,618.3173
deposit,283,2753,94.5355
deposit,212,2754,629.2915
deposit,177,2755,465.3012
resolve,365,1556,
deposit,156,2756,815.4617
deposit,330,2757,868.5494
chargeback,45,1345,
deposit,465,2758,991.4238
deposit,166,2759,754.0514
deposit,71,2760,397.9239
dispute,434,1572,
dispute,87,1490,
deposit,75,2761,875.2865
deposit,327,2762,966.8457
deposit,326,2763,95.0656
deposit,100,2764,767.7382
deposit,308,2765,65.3344
deposit,377,2766,543.4543
withdrawal,164,2767,632.2534
deposit,280,2768,127.28
dispute,31,834,
dispute,50,2573,
resolve,45,786,
deposit,204,2769,147.3514
deposit,231,2770,491.3698
withdrawal,126,2771,999.6898
resolve,257,30,
deposit,197,2772,377.7694
deposit,173,2773,605.4596
deposit,454,2774,813.5154
deposit,341,2775,767.7138
deposit,71,2776,269.2251
deposit,371,2777,782.9179
deposit,310,2778,830.4554
withdrawal,419,2779,730.6341
deposit,357,2780,465.1098
deposit,342,2781,262.2062
withdrawal,491,2782,645.8389
withdrawal,292,2783,220.8666
withdrawal,442,2784,794.5735
deposit,70,2785,458.2009
withdrawal,268,2786,882.4249
deposit,278,2787,471.3872
withdrawal,107,2788,105.3761
dispute,382,459,
deposit,96,2789,179.346
withdrawal,318,2790,619.4606
withdrawal,277,2791,799.0807
deposit,219,2792,202.7249
withdrawal,109,2793,863.9086
deposit,160,2794,560.9053
deposit,318,2795,553.5536
withdrawal,250,2796,498.7692
deposit,221,2797,665.2238
dispute,339,613,
deposit,82,2798,422.6191
withdrawal,89,2799,16.5315
dispute,248,750,
deposit,72,2800,193.6008
withdrawal,300,2801,251.7604
resolve,232,1780,
withdrawal,150,2802,113.7557
withdrawal,3,2803,464.6058
withdrawal,310,2804,186.8709
deposit,295,2805,100.5945
deposit,128,2806,806.1534
dispute,226,2684,
resolve,195,177,
withdrawal,309,2807,186.8313
deposit,414,2808,202.8721
withdrawal,98,2809,569.0019
withdrawal,438,2810,370.5489
deposit,279,2811,874.8815
withdrawal,386,2812,193.9013
dispute,47,677,
deposit,74,2813,410.7734
withdrawal,185,2814,827.9131
dispute,35,1310,
deposit,387,2815,111.1448
deposit,250,2816,594.954
deposit,92,2817,689.126
resolve,96,2365,
deposit,176,2818,767.4381
withdrawal,260,2819,974.9709
withdrawal,381,2820,583.9654
deposit,443,2821,298.7774
deposit,273,2822,644.4476
deposit,498,2823,158.7343
resolve,143,579,
dispute,138,776,
deposit,473,2824,726.7945
withdrawal,476,2825,164.686
dispute,237,525,
deposit,295,2826,16.067
deposit,192,2827,787.0413
deposit,282,2828,957.9138
withdrawal,408,2829,192.585
dispute,489,355,
resolve,126,2193,
withdrawal,69,2830,992.108
withdrawal,303,2831,451.9802
withdrawal,35,2832,717.7958
deposit,370,2833,979.8068
deposit,146,2834,844.4387
withdrawal,360,2835,481.0404
deposit,346,2836,330.7323
deposit,385,2837,692.447
deposit,399,2838,502.977
deposit,485,2839,418.87
withdrawal,27,2840,390.6415
resolve,496,1028,
deposit,369,2841,40.7101
withdrawal,161,2842,365.95
resolve,331,2683,
deposit,21,2843,634.7927
deposit,485,2844,483.6056
resolve,417,2199,
deposit,343,2845,812.6168
deposit,187,2846,670.5482
resolve,467,490,
deposit,26,2847,265.3375
withdrawal,144,2848,195.6617
withdrawal,64,2849,854.7702
dispute,378,2116,
dispute,128,2230,
deposit,64,2850,2.9118
deposit,385,2851,644.1908
dispute,304,1460,
deposit,355,2852,524.602
deposit,29,2853,412.5511
chargeback,140,2508,
deposit,322,2854,717.8827
dispute,314,2680,
deposit,33,2855,717.1463
chargeback,382,1552,
deposit,236,2856,710.6035
withdrawal,244,2857,188.8532
withdrawal,450,2858,74.963
dispute,147,82,
deposit,200,2859,514.8635
deposit,307,2860,315.0815
deposit,91,2861,931.2051
deposit,3,2862,667.9505
resolve,385,2837,
chargeback,328,1159,
deposit,260,2863,707.4692
dispute,104,197,
dispute,27,1035,
withdrawal,247,2864,623.7503
deposit,443,2865,599.9574
withdrawal,204,2866,368.9761
dispute,258,2222,
deposit,453,2867,575.3727
deposit,396,2868,621.7901
deposit,149,2869,122.5025
withdrawal,237,2870,227.3969
deposit,185,2871,389.58
deposit,415,2872,468.1352
withdrawal,124,2873,947.2075
dispute,122,2183,
deposit,131,2874,298.8232
withdrawal,308,2875,809.9461
chargeback,37,181,
resolve,388,1961,
withdrawal,80,2876,831.855
deposit,85,2877,645.958
deposit,390,2878,546.2406
resolve,313,1393,
resolve,76,1854,
deposit,285,2879,736.4548
withdrawal,89,2880,40.6935
deposit,460,2881,825.1814
dispute,268,2608,
withdrawal,168,2882,536.0492
deposit,493,2883,393.2856
dispute,253,1171,
deposit,444,2884,907.6819
deposit,359,2885,725.88
dispute,17,261,
dispute,429,1916,
deposit,154,2886,906.3306
deposit,456,2887,230.4662
withdrawal,152,2888,137.4348
deposit,500,2889,181.3256
deposit,193,2890,240.2543
deposit,471,2891,962.5391
deposit,396,2892,858.6092
deposit,274,2893,867.8166
deposit,305,2894,463.8443
deposit,234,2895,916.9397
deposit,320,2896,563.7414
chargeback,155,2569,
resolve,50,2573,
withdrawal,407,2897,365.2478
withdrawal,44,2898,376.9852
